Date,Year,Month,Day,Weekday,Week_Number,Label,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-11-21,2016,11,21,Monday,47,undefined,2016-47,104.78,106,104.69,105.94,2650800,104.14,0.011071002,102.5514286,100.7806
2016-11-22,2016,11,22,Tuesday,47,undefined,2016-47,106,106.13,104.74,105.93,4570100,104.13,-9.46E-05,102.6871429,100.9128
2016-11-23,2016,11,23,Wednesday,47,undefined,2016-47,105.6,105.91,104.29,104.56,4952300,102.78,-0.012933111,102.7421429,101.0314
2016-11-25,2016,11,25,Friday,47,undefined,2016-47,104.62,105.73,104.53,105.73,1566900,103.93,0.011189755,102.9314286,101.1582
2016-11-28,2016,11,28,Monday,48,undefined,2016-48,105.42,105.42,103.05,103.36,5401700,101.6,-0.022415508,102.7485714,101.2404
2016-11-29,2016,11,29,Tuesday,48,undefined,2016-48,103.68,104.37,103.34,103.82,3356600,102.05,0.004450343,102.6164286,101.3254
2016-11-30,2016,11,30,Wednesday,48,undefined,2016-48,103.54,104.28,101.38,102.2,6889200,100.46,-0.015603774,102.3364286,101.3626
2016-12-01,2016,12,1,Thursday,48,undefined,2016-48,102.33,102.58,99.51,100.18,5452100,98.48,-0.019765229,102.0335714,101.3452
2016-12-02,2016,12,2,Friday,48,undefined,2016-48,100.25,101.14,99.82,101.1,3981100,99.38,0.009183606,101.7864286,101.329
2016-12-05,2016,12,5,Monday,49,undefined,2016-49,101.87,103.67,101.8,103.55,5427900,101.79,0.024233237,101.9557143,101.37
2016-12-06,2016,12,6,Tuesday,49,undefined,2016-49,103.82,103.98,101.8,102,4975200,100.27,-0.014968607,101.9221429,101.3904
2016-12-07,2016,12,7,Wednesday,49,undefined,2016-49,103.02,105.57,102.62,105.25,5423500,103.46,0.031862851,102.01,101.4688
2016-12-08,2016,12,8,Thursday,49,undefined,2016-49,105.18,105.49,103.86,104.82,3024700,103.04,-0.004085633,102.0364286,101.5376
2016-12-09,2016,12,9,Friday,49,undefined,2016-49,104.81,105.1,104,104.41,2541000,102.63,-0.003911431,102.01,101.616
2016-12-12,2016,12,12,Monday,50,undefined,2016-50,104.34,104.4,103.16,103.28,3827700,101.52,-0.010822629,101.8228571,101.6494
2016-12-13,2016,12,13,Tuesday,50,undefined,2016-50,103.57,104.6,102.94,103.32,4297700,101.56,0.000387093,101.6392857,101.6814
2016-12-14,2016,12,14,Wednesday,50,undefined,2016-50,102.91,104.84,102.91,103.28,3515800,101.52,-0.000386944,101.5492857,101.7256
2016-12-15,2016,12,15,Thursday,50,undefined,2016-50,104.43,105.71,104,104.35,3774100,102.58,0.010360137,101.4528571,101.764
2016-12-16,2016,12,16,Friday,50,undefined,2016-50,104.82,104.82,103.05,103.43,4659700,101.67,-0.008816614,101.4578571,101.7736
2016-12-19,2016,12,19,Monday,51,undefined,2016-51,103.7,104.2,103.45,103.54,2980900,101.78,0.001063544,101.4385714,101.799
2016-12-20,2016,12,20,Tuesday,51,undefined,2016-51,104.05,104.56,103.15,104.54,2354400,102.76,0.00965813,101.6028571,101.8362
2016-12-21,2016,12,21,Wednesday,51,undefined,2016-51,104.48,104.97,103.9,104.17,1952500,102.4,-0.003539332,101.8828571,101.8916
2016-12-22,2016,12,22,Thursday,51,undefined,2016-51,104.43,104.76,103.16,104.31,2463900,102.54,0.001343959,102.1085714,101.9496
2016-12-23,2016,12,23,Friday,51,undefined,2016-51,104.3,105.16,104.01,104.71,1610700,102.93,0.003834794,102.19,102.0294
2016-12-27,2016,12,27,Tuesday,52,undefined,2016-52,104.9,105.64,104.7,104.8,2160700,103.02,0.000859306,102.3864286,102.1066
2016-12-28,2016,12,28,Wednesday,52,undefined,2016-52,104.7,104.78,103.54,103.68,2552300,101.92,-0.010686894,102.2764286,102.1624
2016-12-29,2016,12,29,Thursday,52,undefined,2016-52,103.81,104.37,103.44,103.77,2858600,102.01,0.000868143,102.2028571,102.2026
2016-12-30,2016,12,30,Friday,52,undefined,2016-52,103.86,104.06,102.98,103.25,3834700,101.49,-0.005011069,102.1214286,102.2128
2017-01-03,2017,1,3,Tuesday,1,G,2017-01,104.41,105.94,104.11,105.39,4711300,103.6,0.020726446,102.27,102.2686
2017-01-04,2017,1,4,Wednesday,1,G,2017-01,105.34,106.75,104.86,106.39,3299000,104.58,0.00948837,102.4857143,102.3382
2017-01-05,2017,1,5,Thursday,1,G,2017-01,107.05,108.15,106.46,106.99,3262200,105.39,0.007723617,102.7621429,102.4174
2017-01-06,2017,1,6,Friday,1,G,2017-01,107.32,108.11,106.87,107.76,3044600,106.15,0.007196976,103.0171429,102.5178
2017-01-09,2017,1,9,Monday,2,G,2017-02,107.76,108.15,107.31,107.55,2500700,105.94,-0.001948773,103.3221429,102.6074
2017-01-10,2017,1,10,Tuesday,2,G,2017-02,107.55,108.57,106.92,107.32,3162200,105.71,-0.002138669,103.6028571,102.6848
2017-01-11,2017,1,11,Wednesday,2,G,2017-02,107.04,107.85,106.83,107.81,2499000,106.2,0.004565877,103.8485714,102.7072
2017-01-12,2017,1,12,Thursday,2,G,2017-02,107.67,108.86,107.31,108.71,3288500,107.08,0.008347828,104.1828571,102.7448
2017-01-13,2017,1,13,Friday,2,G,2017-02,108.63,109.4,108.53,108.7,4661900,107.07,-9.18E-05,104.5064286,102.8228
2017-01-17,2017,1,17,Tuesday,3,R,2017-03,108.23,108.86,107.61,108.4,2898200,106.78,-0.002759826,104.7814286,102.9138
2017-01-18,2017,1,18,Wednesday,3,R,2017-03,108.71,109.22,107.91,108.66,2652300,107.03,0.002398488,105.0678571,103.0142
2017-01-19,2017,1,19,Thursday,3,R,2017-03,108.84,109.37,108.33,108.53,1885300,106.91,-0.001196517,105.4242857,103.1268
2017-01-20,2017,1,20,Friday,3,R,2017-03,109.24,110,108.91,109.96,4173300,108.31,0.013176098,105.8742857,103.2098
2017-01-23,2017,1,23,Monday,4,R,2017-04,109.66,109.98,109.13,109.63,3678200,107.99,-0.003001079,106.3385714,103.2916
2017-01-24,2017,1,24,Tuesday,4,R,2017-04,109.81,110.13,109.18,109.92,2899600,108.27,0.002645347,106.6721429,103.3694
2017-01-25,2017,1,25,Wednesday,4,R,2017-04,110.66,111.07,109.4,110.19,3848300,108.54,0.00245636,106.955,103.4858
2017-01-26,2017,1,26,Thursday,4,R,2017-04,109.97,110.32,109,109.38,2568700,107.74,-0.007350953,107.1228571,103.5838
2017-01-27,2017,1,27,Friday,4,R,2017-04,109.57,109.84,108.92,109.84,2591600,108.2,0.004205562,107.2692857,103.7594
2017-01-30,2017,1,30,Monday,5,G,2017-05,109.37,109.56,108.1,109.3,4304400,107.66,-0.004916227,107.3921429,103.8978
2017-01-31,2017,1,31,Tuesday,5,G,2017-05,105.97,107.1,105.5,106.33,6470200,104.74,-0.027172873,107.3228571,103.948
2017-02-01,2017,2,1,Wednesday,5,G,2017-05,106.63,106.75,104.01,105,6149100,103.43,-0.012508387,107.125,103.9632
2017-02-02,2017,2,2,Thursday,5,G,2017-05,104.92,105.49,104.61,105.14,4112000,103.57,0.001333381,106.8742857,103.9746
2017-02-03,2017,2,3,Friday,5,G,2017-05,106.31,107.54,105.6,106.58,7132600,104.98,0.013696034,106.725,103.9914
2017-02-06,2017,2,6,Monday,6,G,2017-06,106.58,106.62,105.69,106.59,3445100,104.99,9.38E-05,106.5971429,104.0086
2017-02-07,2017,2,7,Tuesday,6,G,2017-06,107,107.15,106.04,106.6,3204800,105,9.38E-05,106.4521429,104.053
2017-02-08,2017,2,8,Wednesday,6,G,2017-06,106.55,106.9,105.8,106.72,2993600,105.12,0.001125765,106.3242857,104.0768
2017-02-09,2017,2,9,Thursday,6,G,2017-06,106.72,107.54,106.5,107.3,2679200,105.69,0.00543474,106.1371429,104.1586
2017-02-10,2017,2,10,Friday,6,G,2017-06,107.55,107.64,107.2,107.27,2078400,105.66,-0.000279569,105.9707143,104.2308
2017-02-13,2017,2,13,Monday,7,G,2017-07,107.7,108.33,107.54,108.28,2337100,106.66,0.009415296,105.8557143,104.3548
2017-02-14,2017,2,14,Tuesday,7,G,2017-07,108.01,109.21,107.76,108.88,2336800,107.25,0.005541349,105.7635714,104.5302
2017-02-15,2017,2,15,Wednesday,7,G,2017-07,109,110.06,108.77,109.66,2920000,108.02,0.007163813,105.7835714,104.703
2017-02-16,2017,2,16,Thursday,7,G,2017-07,109.75,110.2,108.89,109.3,2146400,107.66,-0.003282771,105.745,104.8204
2017-02-17,2017,2,17,Friday,7,G,2017-07,109.24,110,108.98,109.42,2850900,107.78,0.001097743,105.7535714,104.9706
2017-02-21,2017,2,21,Tuesday,8,G,2017-08,109.45,110.24,109.34,110.16,3117200,108.51,0.006763065,106.0228571,105.0716
2017-02-22,2017,2,22,Wednesday,8,G,2017-08,109.8,110.41,109.16,109.44,3049300,107.8,-0.006536092,106.335,105.1668
2017-02-23,2017,2,23,Thursday,8,G,2017-08,109.83,110.75,109.6,110.74,4162200,109.08,0.011878761,106.7285714,105.2958
2017-02-24,2017,2,24,Friday,8,G,2017-08,110.54,111,110.2,111,2471700,109.34,0.002347806,107.04,105.4522
2017-02-27,2017,2,27,Monday,9,R,2017-09,110.4,110.99,109.76,110.57,2361200,108.91,-0.003873864,107.32,105.5992
2017-02-28,2017,2,28,Tuesday,9,R,2017-09,110.5,110.87,109.99,110.46,3367200,108.81,-0.000994841,107.5921429,105.745
2017-03-01,2017,3,1,Wednesday,9,R,2017-09,111.42,112.92,110.78,112.31,3218700,110.63,0.016748227,107.9857143,105.906
2017-03-02,2017,3,2,Thursday,9,R,2017-09,112.2,112.29,111.3,111.33,2690800,109.66,-0.008725886,108.2692857,106.0658
2017-03-03,2017,3,3,Friday,9,R,2017-09,111.29,111.84,110.96,111.74,2938200,110.07,0.003682748,108.5842857,106.2316
2017-03-06,2017,3,6,Monday,10,R,2017-10,111.14,111.79,111.01,111.36,2175800,109.69,-0.003400706,108.8007143,106.3702
2017-03-07,2017,3,7,Tuesday,10,R,2017-10,111.37,111.7,110.74,110.96,2474200,109.3,-0.003592033,108.9471429,106.5082
2017-03-08,2017,3,8,Wednesday,10,R,2017-10,111.29,111.45,110.79,110.98,2355400,109.32,0.000180301,109.04,106.6438
2017-03-09,2017,3,9,Thursday,10,R,2017-10,111.08,111.37,110.65,110.79,3195400,109.13,-0.001712032,109.145,106.7678
2017-03-10,2017,3,10,Friday,10,R,2017-10,111.45,111.55,110.61,111.21,2735400,109.54,0.003790883,109.2707143,106.8982
2017-03-13,2017,3,13,Monday,11,G,2017-11,111.29,111.8,111.13,111.53,3123000,109.86,0.002877503,109.3671429,107.057
2017-03-14,2017,3,14,Tuesday,11,G,2017-11,111.33,111.47,110.13,110.49,2891400,108.84,-0.009324844,109.4414286,107.1936
2017-03-15,2017,3,15,Wednesday,11,G,2017-11,111.06,112.42,110.49,112.02,3305500,110.34,0.013847425,109.5314286,107.3706
2017-03-16,2017,3,16,Thursday,11,G,2017-11,112.11,112.97,111.58,112.67,2746400,110.98,0.005802379,109.6485714,107.5182
2017-03-17,2017,3,17,Friday,11,G,2017-11,112.85,113.5,112.76,112.83,4119200,111.14,0.001420177,109.8078571,107.6494
2017-03-20,2017,3,20,Monday,12,G,2017-12,112.82,112.99,111.85,112.41,2435400,110.73,-0.003722411,109.945,107.7562
2017-03-21,2017,3,21,Tuesday,12,G,2017-12,112.41,112.77,110.43,110.71,3734000,109.05,-0.015123184,109.8321429,107.8142
2017-03-22,2017,3,22,Wednesday,12,G,2017-12,110.99,111.91,110.79,111.45,2576200,109.78,0.00668412,109.8407143,107.891
2017-03-23,2017,3,23,Thursday,12,G,2017-12,111.31,112.45,111.27,111.6,3107000,109.93,0.001345934,109.8307143,107.9754
2017-03-24,2017,3,24,Friday,12,G,2017-12,111.97,112.47,111.67,111.98,3221900,110.3,0.003405041,109.8742857,108.0574
2017-03-27,2017,3,27,Monday,13,R,2017-13,110.7,112.3,110.33,111.94,2724200,110.26,-0.000357318,109.9428571,108.121
2017-03-28,2017,3,28,Tuesday,13,R,2017-13,111.81,112.75,111.47,112.47,2986100,110.79,0.00473481,110.0478571,108.1954
2017-03-29,2017,3,29,Wednesday,13,R,2017-13,112.03,112.33,111.52,112.06,1783800,110.38,-0.00364542,110.1371429,108.2674
2017-03-30,2017,3,30,Thursday,13,R,2017-13,112,112.7,111.57,112.67,2029400,110.98,0.005443313,110.24,108.3464
2017-03-31,2017,3,31,Friday,13,R,2017-13,112.62,113.18,112.44,112.47,2507700,110.79,-0.001774894,110.3064286,108.424
2017-04-03,2017,4,3,Monday,14,G,2017-14,112.7,112.97,111.36,112.24,3170100,110.56,-0.002045044,110.4292857,108.469
2017-04-04,2017,4,4,Tuesday,14,G,2017-14,112.23,112.85,111.9,112.09,2169700,110.41,-0.00133646,110.4342857,108.5174
2017-04-05,2017,4,5,Wednesday,14,G,2017-14,112.25,113.18,111.9,112.07,2486600,110.61,0.001787741,110.4078571,108.5642
2017-04-06,2017,4,6,Thursday,14,G,2017-14,112.07,112.61,111.71,112.43,2238500,110.96,0.003212287,110.395,108.6126
2017-04-07,2017,4,7,Friday,14,G,2017-14,112.18,112.75,111.84,112.24,1995100,110.78,-0.001689867,110.3985714,108.6734
2017-04-10,2017,4,10,Monday,15,G,2017-15,112.29,113.07,112.29,112.32,1862800,110.86,0.000712753,110.5278571,108.7266
2017-04-11,2017,4,11,Tuesday,15,G,2017-15,111.9,112.57,111.47,112.11,2045800,110.65,-0.001869703,110.59,108.7864
2017-04-12,2017,4,12,Wednesday,15,G,2017-15,111.65,112.3,111.35,111.47,2651200,110.02,-0.005708702,110.5964286,108.892
2017-04-13,2017,4,13,Thursday,15,G,2017-15,111.23,112.19,111.01,111.22,2690300,109.77,-0.002242695,110.5585714,109.0188
2017-04-17,2017,4,17,Monday,16,R,2017-16,111.77,112.74,111.53,112.67,1731200,111.2,0.013037284,110.6257143,109.1714
2017-04-18,2017,4,18,Tuesday,16,R,2017-16,112.49,113.17,112.1,112.52,2141000,111.05,-0.001331491,110.6442857,109.2928
2017-04-19,2017,4,19,Wednesday,16,R,2017-16,112.49,113.16,112.11,112.29,2242400,110.83,-0.00204397,110.6764286,109.4096
2017-04-20,2017,4,20,Thursday,16,R,2017-16,112.9,114.9,112.67,114.59,3459600,113.1,0.0204826,110.8278571,109.5716
2017-04-21,2017,4,21,Friday,16,R,2017-16,114.8,115.61,114.01,114.27,4067400,112.78,-0.002792543,110.97,109.7248
2017-04-24,2017,4,24,Monday,17,G,2017-17,115.8,115.99,115,115.7,3207800,114.19,0.012514163,111.2292857,109.8948
2017-04-25,2017,4,25,Tuesday,17,G,2017-17,116.35,116.48,115.89,116.13,2873700,114.62,0.003716554,111.53,110.074
2017-04-26,2017,4,26,Wednesday,17,G,2017-17,116.05,116.56,115.95,116.17,2202700,114.66,0.000344472,111.8192857,110.234
2017-04-27,2017,4,27,Thursday,17,G,2017-17,116.51,117.31,116.12,117.1,3350800,115.57,0.008005503,112.1485714,110.4004
2017-04-28,2017,4,28,Friday,17,G,2017-17,116.79,117.37,116.07,116.32,3536000,114.8,-0.006661003,112.4357143,110.536
2017-05-01,2017,5,1,Monday,18,R,2017-18,116.54,117.29,116.22,116.37,3556600,114.85,0.000430036,112.7207143,110.6798
2017-05-02,2017,5,2,Tuesday,18,R,2017-18,117.83,119.71,117.65,118.12,6802600,116.58,0.015038159,113.1442857,110.8558
2017-05-03,2017,5,3,Wednesday,18,R,2017-18,118.17,118.53,116.55,117.33,3640900,115.8,-0.006688232,113.5571429,111.0016
2017-05-04,2017,5,4,Thursday,18,R,2017-18,117.55,118.08,116.9,117.92,2560400,116.38,0.005028586,114.0292857,111.1732
2017-05-05,2017,5,5,Friday,18,R,2017-18,118.27,118.38,117.2,117.5,2335900,115.97,-0.003561757,114.37,111.311
2017-05-08,2017,5,8,Monday,19,R,2017-19,117.71,117.71,116.39,116.61,2562400,115.09,-0.007574367,114.6585714,111.426
2017-05-09,2017,5,9,Tuesday,19,R,2017-19,116.63,116.91,116.04,116.41,2350700,114.89,-0.001715204,114.9485714,111.5456
2017-05-10,2017,5,10,Wednesday,19,R,2017-19,116.11,116.77,116.01,116.65,1812500,115.13,0.002061795,115.0935714,111.672
2017-05-11,2017,5,11,Thursday,19,R,2017-19,116.58,116.88,115.78,116.53,2239000,115.01,-0.001028677,115.2528571,111.7596
2017-05-12,2017,5,12,Friday,19,R,2017-19,116.33,117.22,116.15,117.13,3195200,115.6,0.005148747,115.3535714,111.8784
2017-05-15,2017,5,15,Monday,20,G,2017-20,117.36,118.56,117.09,118.21,2998200,116.67,0.009220549,115.5,112.0104
2017-05-16,2017,5,16,Tuesday,20,G,2017-20,118.26,118.57,117.7,118.49,2375700,116.95,0.00236868,115.6635714,112.1556
2017-05-17,2017,5,17,Wednesday,20,G,2017-20,117.29,117.91,116.65,116.8,4195000,115.28,-0.014262782,115.6428571,112.2752
2017-05-18,2017,5,18,Thursday,20,G,2017-20,115.93,116.65,115.55,116.24,5088400,114.72,-0.004794747,115.6371429,112.3832
2017-05-19,2017,5,19,Friday,20,G,2017-20,116.92,117.89,116.51,117.58,4360500,116.05,0.011527999,115.7228571,112.5216
2017-05-22,2017,5,22,Monday,21,G,2017-21,117.8,119.1,117.58,119,2578200,117.45,0.012076935,115.785,112.6798
2017-05-23,2017,5,23,Tuesday,21,G,2017-21,119.04,119.93,118.97,119.6,2857100,118.04,0.005042009,115.945,112.8434
2017-05-24,2017,5,24,Wednesday,21,G,2017-21,119.6,120.72,119.53,120.7,2509000,119.13,0.009197267,116.1414286,113.0492
2017-05-25,2017,5,25,Thursday,21,G,2017-21,121.02,122.48,120.95,121.92,4689200,120.33,0.010107737,116.4528571,113.249
2017-05-26,2017,5,26,Friday,21,G,2017-21,121.91,122.08,121.32,121.63,2141600,120.04,-0.002378645,116.8064286,113.4302
2017-05-30,2017,5,30,Tuesday,22,G,2017-22,121.29,121.79,121.03,121.65,3405500,120.06,0.000164543,117.1757143,113.6086
2017-05-31,2017,5,31,Wednesday,22,G,2017-22,121.9,122.98,121.15,122.88,4708500,121.28,0.010110964,117.615,113.8196
2017-06-01,2017,6,1,Thursday,22,G,2017-22,122.8,123.4,122.11,123.4,3279000,121.79,0.004231768,118.0992857,114.0744
2017-06-02,2017,6,2,Friday,22,G,2017-22,123.39,125.3,123.35,125.2,3731900,123.57,0.014586686,118.6685714,114.3502
2017-06-05,2017,6,5,Monday,23,G,2017-23,125.54,126.19,125.25,125.9,4617400,124.26,0.005591025,119.2107143,114.6368
2017-06-06,2017,6,6,Tuesday,23,G,2017-23,125.54,125.94,124.98,125.24,2712100,123.61,-0.00524226,119.6864286,114.903
2017-06-07,2017,6,7,Wednesday,23,G,2017-23,125.48,125.88,124.77,125.19,3219700,123.56,-0.000399099,120.2778571,115.169
2017-06-08,2017,6,8,Thursday,23,G,2017-23,125,125.4,124.06,124.76,3332400,123.13,-0.003434882,120.8785714,115.4158
2017-06-09,2017,6,9,Friday,23,G,2017-23,124.92,124.94,121.71,123.04,3556700,121.44,-0.013786452,121.2635714,115.637
2017-06-12,2017,6,12,Monday,24,R,2017-24,121.98,122.09,120.2,120.76,6574200,119.19,-0.018530756,121.3878571,115.8012
2017-06-13,2017,6,13,Tuesday,24,R,2017-24,121.24,122.71,121.09,122.32,3938200,120.73,0.012918372,121.58,116
2017-06-14,2017,6,14,Wednesday,24,R,2017-24,122.85,123.16,121.76,122.5,2940000,120.9,0.001471459,121.7064286,116.2068
2017-06-15,2017,6,15,Thursday,24,R,2017-24,121.07,121.63,119.89,121.42,3492600,119.84,-0.008816288,121.6714286,116.3954
2017-06-16,2017,6,16,Friday,24,R,2017-24,121.49,122.2,120.72,121.96,3804900,120.37,0.004447353,121.695,116.5906
2017-06-19,2017,6,19,Monday,25,G,2017-25,122.63,123.12,122.26,123.09,2547100,121.49,0.009265346,121.7971429,116.8012
2017-06-20,2017,6,20,Tuesday,25,G,2017-25,122.89,123.77,122.67,122.93,3015300,121.33,-0.001299789,121.8007143,117.0122
2017-06-21,2017,6,21,Wednesday,25,G,2017-25,123.54,123.54,122.44,123.1,2384100,121.5,0.001382788,121.78,117.225
2017-06-22,2017,6,22,Thursday,25,G,2017-25,122.87,123.52,122.29,123.3,2160600,121.69,0.001624777,121.6457143,117.4458
2017-06-23,2017,6,23,Friday,25,G,2017-25,123.68,125,123.12,124.01,3381500,122.39,0.005758306,121.5121429,117.6932
2017-06-26,2017,6,26,Monday,26,G,2017-26,124.17,124.58,123.19,123.52,2376700,121.91,-0.003951286,121.3907143,117.936
2017-06-27,2017,6,27,Tuesday,26,G,2017-26,123.49,123.51,122.74,122.74,2516400,121.14,-0.006314794,121.2178571,118.1348
2017-06-28,2017,6,28,Wednesday,26,G,2017-26,123.19,124.87,122.57,124.81,2574900,123.18,0.016865011,121.2214286,118.3774
2017-06-29,2017,6,29,Thursday,26,G,2017-26,124.61,124.68,121.2,121.51,4147400,119.93,-0.026440208,121.1135714,118.5594
2017-06-30,2017,6,30,Friday,26,G,2017-26,121.78,122.42,121.21,121.45,3574000,119.87,-0.000493798,121.1621429,118.6948
2017-07-03,2017,7,3,Monday,27,R,2017-27,122.25,122.31,120.72,120.78,2314200,119.21,-0.005516701,121.0535714,118.8234
2017-07-05,2017,7,5,Wednesday,27,R,2017-27,121.14,122.16,121.12,121.98,3856500,120.61,0.011778404,121.0328571,118.9518
2017-07-06,2017,7,6,Thursday,27,R,2017-27,121.34,121.68,120.65,120.8,2702600,119.44,-0.009673746,121.0042857,119.0482
2017-07-07,2017,7,7,Friday,27,R,2017-27,121.39,122.72,121.07,122.2,2119000,120.83,0.01158944,121.0371429,119.1716
2017-07-10,2017,7,10,Monday,28,G,2017-28,122.16,123.19,121.82,122.73,2886900,121.35,0.004337165,121.0271429,119.2872
2017-07-11,2017,7,11,Tuesday,28,G,2017-28,122.81,124.71,122.5,124.23,3885700,122.83,0.012221988,121.1342857,119.4478
2017-07-12,2017,7,12,Wednesday,28,G,2017-28,125,125.75,124.6,125.28,2770400,123.87,0.00845209,121.3035714,119.6282
2017-07-13,2017,7,13,Thursday,28,G,2017-28,125.62,126.4,125.37,125.47,3330900,124.06,0.001516607,121.4728571,119.7778
2017-07-14,2017,7,14,Friday,28,G,2017-28,125.56,127.53,125.56,127.01,2690800,125.58,0.012273825,121.7007143,119.9734
2017-07-17,2017,7,17,Monday,29,G,2017-29,127.26,127.58,126.54,127.43,2291700,126,0.003306775,121.9928571,120.1658
2017-07-18,2017,7,18,Tuesday,29,G,2017-29,127.11,128.16,127,127.73,3732800,126.3,0.00235418,122.3614286,120.3724
2017-07-19,2017,7,19,Wednesday,29,G,2017-29,127.73,128.27,127.56,128.04,2550400,126.6,0.002427002,122.6057143,120.6026
2017-07-20,2017,7,20,Thursday,29,G,2017-29,128.4,128.84,127.94,128.47,2350300,127.03,0.003358336,123.1128571,120.8454
2017-07-21,2017,7,21,Friday,29,G,2017-29,128.53,130.2,128.32,129.27,4375500,127.82,0.006227394,123.6807143,121.0992
2017-07-24,2017,7,24,Monday,30,G,2017-30,129.39,129.9,128.6,129.52,3065400,128.07,0.001933524,124.3135714,121.3604
2017-07-25,2017,7,25,Tuesday,30,G,2017-30,130,130.18,129.22,129.98,2476000,128.52,0.003551825,124.8785714,121.6188
2017-07-26,2017,7,26,Wednesday,30,G,2017-30,129.92,131.18,129.76,130.99,3547800,129.52,0.007770449,125.5985714,121.8758
2017-07-27,2017,7,27,Thursday,30,G,2017-30,132,132.2,126.55,128.93,4914500,127.48,-0.015726673,126.0735714,122.0864
2017-07-28,2017,7,28,Friday,30,G,2017-30,128.96,129.99,127.31,127.91,5257900,126.47,-0.007911056,126.4392857,122.3102
2017-07-31,2017,7,31,Monday,31,G,2017-31,128,128.45,127.4,127.8,3347500,126.36,-0.000860043,126.6914286,122.543
2017-08-01,2017,8,1,Tuesday,31,G,2017-31,128.66,129.98,128.5,129.49,4010500,128.04,0.013223888,126.9892857,122.7828
2017-08-02,2017,8,2,Wednesday,31,G,2017-31,129.74,130.61,129.18,130.61,3578600,129.14,0.008649223,127.3521429,123.0166
2017-08-03,2017,8,3,Thursday,31,G,2017-31,130.4,130.57,129.24,129.89,2568100,128.43,-0.005512494,127.5557143,123.2244
2017-08-04,2017,8,4,Friday,31,G,2017-31,130.22,130.25,129.44,129.82,2208100,128.36,-0.000538919,127.7242857,123.409
2017-08-07,2017,8,7,Monday,32,G,2017-32,129.99,130.5,129.55,130.38,1585600,128.92,0.004313678,127.9114286,123.5808
2017-08-08,2017,8,8,Tuesday,32,G,2017-32,130.13,130.31,129.3,129.84,2062800,128.38,-0.00414187,128.0385714,123.7476
2017-08-09,2017,8,9,Wednesday,32,G,2017-32,129.09,130.03,128.77,129.72,1789900,128.26,-0.000924217,128.1264286,123.9116
2017-08-10,2017,8,10,Thursday,32,G,2017-32,129.17,129.41,127.59,127.67,2590400,126.24,-0.015803139,128.0135714,124.0108
2017-08-11,2017,8,11,Friday,32,G,2017-32,128.16,129.42,127.86,128.55,2484300,127.11,0.00689273,127.945,124.1172
2017-08-14,2017,8,14,Monday,33,G,2017-33,129.23,131.29,129,131.09,2793300,129.62,0.019758788,128.0235714,124.2382
2017-08-15,2017,8,15,Tuesday,33,G,2017-33,131.42,131.99,130.95,131.58,2155600,130.1,0.003737784,128.065,124.355
2017-08-16,2017,8,16,Wednesday,33,G,2017-33,132.17,132.63,131.81,132.37,2000700,130.88,0.006004088,128.3078571,124.5004
2017-08-17,2017,8,17,Thursday,33,G,2017-33,132.16,132.5,130.82,130.88,2673000,129.41,-0.011256128,128.5178571,124.6174
2017-08-18,2017,8,18,Friday,33,G,2017-33,130.56,131.97,130.36,131.14,3167300,129.67,0.001986322,128.7542857,124.7482
2017-08-21,2017,8,21,Monday,34,G,2017-34,131.35,132.09,131.13,131.94,1807600,130.46,0.006100252,128.9271429,124.9286
2017-08-22,2017,8,22,Tuesday,34,G,2017-34,132.51,134.24,132.28,133.8,2180100,132.3,0.014097361,129.1528571,125.1908
2017-08-23,2017,8,23,Wednesday,34,G,2017-34,133.18,133.48,132.67,133.07,2006400,131.58,-0.005455921,129.3778571,125.4078
2017-08-24,2017,8,24,Thursday,34,G,2017-34,133.23,133.46,131.98,132.96,2046600,131.47,-0.000826403,129.6,125.6192
2017-08-25,2017,8,25,Friday,34,G,2017-34,133.3,133.6,132.56,132.75,2215500,131.26,-0.001579427,129.7671429,125.8476
2017-08-28,2017,8,28,Monday,35,G,2017-35,133.15,134,132.71,133.85,2154700,132.35,0.008286044,130.0507143,126.0872
2017-08-29,2017,8,29,Tuesday,35,G,2017-35,133.1,134.21,132.74,133.84,2122000,132.34,-7.46E-05,130.3421429,126.3042
2017-08-30,2017,8,30,Wednesday,35,G,2017-35,133.93,134.24,133.48,133.8,3224500,132.3,-0.000298981,130.775,126.5236
2017-08-31,2017,8,31,Thursday,35,G,2017-35,134.2,134.5,133.28,133.3,4374700,131.8,-0.003736702,131.11,126.7296
2017-09-01,2017,9,1,Friday,35,G,2017-35,133.84,133.9,133.14,133.24,2446600,131.74,-0.00045023,131.2614286,126.9306
2017-09-05,2017,9,5,Tuesday,36,G,2017-36,132.84,132.93,131.68,132.66,2726500,131.17,-0.00435306,131.3378571,127.1062
2017-09-06,2017,9,6,Wednesday,36,G,2017-36,132.99,133.66,132.59,132.89,3652100,131.4,0.001733761,131.375,127.296
2017-09-07,2017,9,7,Thursday,36,G,2017-36,136.08,138.64,135.65,136.53,7269000,135,0.027391042,131.7742857,127.5732
2017-09-08,2017,9,8,Friday,36,G,2017-36,136.22,137.74,136.06,137.22,4451300,135.68,0.005053963,132.2035714,127.8232
